77, 10, 66
76, 10, 66
75, 10, 66
74, 10, 66
73, 10, 66
72, 10, 66
71, 10, 66
70, 10, 66
69, 10, 66
68, 10, 66
67, 10, 66
66, 10, 66
65, 10, 66
64, 10, 66
63, 10, 66
62, 10, 66
78, 10, 66
79, 10, 66
80, 10, 66
81, 10, 66
82, 10, 66
83, 10, 66
84, 10, 66
85, 10, 66
37, 10, 66
36, 10, 66
35, 10, 66
34, 10, 66
33, 10, 66
32, 10, 66
31, 10, 66
30, 10, 66
29, 10, 66
28, 10, 66
27, 10, 66
26, 10, 66
25, 10, 66
24, 10, 66
23, 10, 66
22, 10, 66
21, 10, 66
20, 10, 66
19, 10, 66
18, 10, 66
17, 10, 66
16, 10, 66
15, 10, 66
14, 10, 66
13, 10, 66
12, 10, 66
11, 10, 66
10, 10, 66
9, 10, 66
8, 10, 66
7, 10, 66
6, 10, 66
5, 10, 66
99, 9, 66
98, 9, 66
97, 9, 66
96, 9, 66
95, 9, 66
94, 9, 66
86, 10, 66
87, 10, 66
88, 10, 66
89, 10, 66
90, 10, 66
91, 10, 66
92, 10, 66
93, 10, 66
38, 11, 66
61, 11, 66
38, 12, 66
61, 12, 66
39, 13, 66
60, 13, 66
39, 14, 66
60, 14, 66
40, 15, 66
59, 15, 66
41, 16, 66
57, 16, 66
58, 16, 66
42, 17, 66
43, 17, 66
56, 17, 66
44, 18, 66
45, 18, 66
46, 18, 66
53, 18, 66
54, 18, 66
55, 18, 66
47, 19, 66
48, 19, 66
49, 19, 66
50, 19, 66
51, 19, 66
52, 19, 66
45, 0, 67
46, 0, 67
4, 9, 66
3, 9, 66
2, 9, 66
1, 9, 66
0, 9, 66
98, 8, 66
97, 8, 66
96, 8, 66
95, 8, 66
94, 8, 66
93, 8, 66
92, 8, 66
91, 8, 66
90, 8, 66
89, 8, 66
88, 8, 66
87, 8, 66
47, 0, 67
48, 0, 67
49, 0, 67
50, 0, 67
51, 0, 67
52, 0, 67
53, 0, 67
54, 0, 67
42, 1, 67
43, 1, 67
44, 1, 67
55, 1, 67
56, 1, 67
41, 2, 67
57, 2, 67
58, 2, 67
40, 3, 67
59, 3, 67
39, 4, 67
60, 4, 67
39, 5, 67
60, 5, 67
38, 6, 67
61, 6, 67
13, 7, 67
14, 7, 67
15, 7, 67
16, 7, 67
17, 7, 67
18, 7, 67
19, 7, 67
20, 7, 67
21, 7, 67
22, 7, 67
23, 7, 67
24, 7, 67
25, 7, 67
26, 7, 67
12, 8, 66
11, 8, 66
10, 8, 66
9, 8, 66
8, 8, 66
7, 8, 66
6, 8, 66
5, 8, 66
4, 8, 66
3, 8, 66
2, 8, 66
1, 8, 66
86, 7, 66
85, 7, 66
84, 7, 66
83, 7, 66
82, 7, 66
81, 7, 66
80, 7, 66
79, 7, 66
78, 7, 66
77, 7, 66
76, 7, 66
75, 7, 66
74, 7, 66
73, 7, 66
72, 7, 66
71, 7, 66
70, 7, 66
69, 7, 66
68, 7, 66
67, 7, 66
66, 7, 66
65, 7, 66
64, 7, 66
63, 7, 66
62, 7, 66
27, 7, 67
28, 7, 67
29, 7, 67
30, 7, 67
31, 7, 67
32, 7, 67
33, 7, 67
34, 7, 67
35, 7, 67
36, 7, 67
37, 7, 66
36, 7, 66
35, 7, 66
34, 7, 66
33, 7, 66
32, 7, 66
31, 7, 66
30, 7, 66
29, 7, 66
28, 7, 66
27, 7, 66
26, 7, 66
25, 7, 66
24, 7, 66
23, 7, 66
22, 7, 66
21, 7, 66
20, 7, 66
19, 7, 66
18, 7, 66
17, 7, 66
16, 7, 66
15, 7, 66
14, 7, 66
13, 7, 66
61, 6, 66
37, 7, 67
62, 7, 67
63, 7, 67
64, 7, 67
65, 7, 67
66, 7, 67
67, 7, 67
68, 7, 67
69, 7, 67
70, 7, 67
38, 6, 66
60, 5, 66
71, 7, 67
72, 7, 67
73, 7, 67
74, 7, 67
75, 7, 67
76, 7, 67
77, 7, 67
78, 7, 67
79, 7, 67
38, 5, 66
60, 4, 66
80, 7, 67
81, 7, 67
82, 7, 67
83, 7, 67
84, 7, 67
85, 7, 67
86, 7, 67
0, 8, 67
39, 4, 66
59, 3, 66
1, 8, 67
2, 8, 67
3, 8, 67
4, 8, 67
5, 8, 67
6, 8, 67
40, 3, 66
58, 2, 66
57, 2, 66
7, 8, 67
8, 8, 67
9, 8, 67
41, 2, 66
56, 1, 66
55, 1, 66
10, 8, 67
11, 8, 67
44, 1, 66
43, 1, 66
42, 1, 66
54, 0, 66
53, 0, 66
52, 0, 66
51, 0, 66
50, 0, 66
49, 0, 66
48, 0, 66
47, 0, 66
46, 0, 66
45, 0, 66
52, 19, 65
51, 19, 65
50, 19, 65
49, 19, 65
48, 19, 65
47, 19, 65
55, 18, 65
54, 18, 65
53, 18, 65
12, 8, 67
87, 8, 67
46, 18, 65
45, 18, 65
44, 18, 65
57, 17, 65
56, 17, 65
88, 8, 67
89, 8, 67
43, 17, 65
42, 17, 65
58, 16, 65
90, 8, 67
91, 8, 67
41, 16, 65
59, 15, 65
92, 8, 67
93, 8, 67
40, 15, 65
60, 14, 65
94, 8, 67
95, 8, 67
39, 14, 65
60, 13, 65
96, 8, 67
97, 8, 67
98, 8, 67
99, 8, 67
0, 9, 67
1, 9, 67
39, 13, 65
61, 12, 65
2, 9, 67
3, 9, 67
4, 9, 67
94, 9, 67
95, 9, 67
96, 9, 67
38, 12, 65
61, 11, 65
97, 9, 67
98, 9, 67
99, 9, 67
5, 10, 67
6, 10, 67
7, 10, 67
8, 10, 67
9, 10, 67
38, 11, 65
93, 10, 65
92, 10, 65
91, 10, 65
90, 10, 65
89, 10, 65
88, 10, 65
87, 10, 65
86, 10, 65
85, 10, 65
84, 10, 65
83, 10, 65
82, 10, 65
81, 10, 65
80, 10, 65
79, 10, 65
78, 10, 65
77, 10, 65
76, 10, 65
75, 10, 65
74, 10, 65
73, 10, 65
72, 10, 65
71, 10, 65
70, 10, 65
69, 10, 65
68, 10, 65
67, 10, 65
66, 10, 65
65, 10, 65
64, 10, 65
63, 10, 65
62, 10, 65
10, 10, 67
11, 10, 67
12, 10, 67
13, 10, 67
14, 10, 67
15, 10, 67
16, 10, 67
17, 10, 67
37, 10, 65
36, 10, 65
35, 10, 65
34, 10, 65
33, 10, 65
32, 10, 65
31, 10, 65
30, 10, 65
29, 10, 65
28, 10, 65
27, 10, 65
26, 10, 65
25, 10, 65
24, 10, 65
23, 10, 65
22, 10, 65
21, 10, 65
20, 10, 65
19, 10, 65
18, 10, 65
17, 10, 65
16, 10, 65
15, 10, 65
14, 10, 65
13, 10, 65
12, 10, 65
11, 10, 65
10, 10, 65
9, 10, 65
8, 10, 65
7, 10, 65
6, 10, 65
5, 10, 65
94, 9, 65
18, 10, 67
19, 10, 67
20, 10, 67
21, 10, 67
22, 10, 67
23, 10, 67
24, 10, 67
25, 10, 67
26, 10, 67
27, 10, 67
28, 10, 67
29, 10, 67
30, 10, 67
31, 10, 67
32, 10, 67
33, 10, 67
34, 10, 67
35, 10, 67
36, 10, 67
37, 10, 67
62, 10, 67
63, 10, 67
64, 10, 67
65, 10, 67
66, 10, 67
67, 10, 67
68, 10, 67
69, 10, 67
70, 10, 67
71, 10, 67
72, 10, 67
73, 10, 67
74, 10, 67
75, 10, 67
76, 10, 67
77, 10, 67
78, 10, 67
79, 10, 67
80, 10, 67
81, 10, 67
82, 10, 67
83, 10, 67
84, 10, 67
85, 10, 67
86, 10, 67
4, 9, 65
94, 8, 65
93, 8, 65
92, 8, 65
91, 8, 65
90, 8, 65
89, 8, 65
88, 8, 65
87, 8, 65
87, 10, 67
88, 10, 67
89, 10, 67
90, 10, 67
91, 10, 67
92, 10, 67
93, 10, 67
38, 11, 67
61, 11, 67
38, 12, 67
61, 12, 67
39, 13, 67
60, 13, 67
39, 14, 67
59, 14, 67
40, 15, 67
59, 15, 67
41, 16, 67
42, 16, 67
57, 16, 67
58, 16, 67
43, 17, 67
56, 17, 67
44, 18, 67
45, 18, 67
46, 18, 67
53, 18, 67
54, 18, 67
55, 18, 67
47, 19, 67
48, 19, 67
49, 19, 67
50, 19, 67
51, 19, 67
52, 19, 67
45, 0, 68
46, 0, 68
47, 0, 68
12, 8, 65
11, 8, 65
10, 8, 65
9, 8, 65
8, 8, 65
7, 8, 65
6, 8, 65
5, 8, 65
86, 7, 65
85, 7, 65
84, 7, 65
83, 7, 65
82, 7, 65
81, 7, 65
80, 7, 65
79, 7, 65
78, 7, 65
77, 7, 65
