32, 32, 41
17, 33, 41
18, 33, 41
19, 33, 41
20, 33, 41
21, 33, 41
28, 33, 41
29, 33, 41
30, 33, 41
16, 32, 41
33, 31, 41
31, 33, 41
32, 33, 41
18, 34, 41
19, 34, 41
16, 31, 41
34, 30, 41
20, 34, 41
21, 34, 41
22, 34, 41
23, 34, 41
15, 30, 41
34, 29, 41
24, 34, 41
25, 34, 41
15, 29, 41
34, 28, 41
26, 34, 41
27, 34, 41
15, 28, 41
34, 27, 41
28, 34, 41
14, 27, 41
35, 26, 41
29, 34, 41
4, 0, 42
14, 26, 41
35, 25, 41
5, 0, 42
6, 0, 42
14, 25, 41
35, 24, 41
7, 0, 42
8, 0, 42
14, 24, 41
35, 23, 41
9, 0, 42
13, 23, 41
36, 22, 41
10, 0, 42
11, 0, 42
13, 22, 41
36, 21, 41
12, 0, 42
13, 0, 42
13, 21, 41
36, 20, 41
36, 0, 42
13, 20, 41
44, 19, 41
43, 19, 41
42, 19, 41
41, 19, 41
40, 19, 41
39, 19, 41
38, 19, 41
37, 19, 41
37, 0, 42
38, 0, 42
12, 19, 41
11, 19, 41
10, 19, 41
9, 19, 41
8, 19, 41
7, 19, 41
6, 19, 41
5, 19, 41
45, 18, 41
39, 0, 42
40, 0, 42
41, 0, 42
42, 0, 42
43, 0, 42
44, 0, 42
45, 0, 42
4, 18, 41
45, 17, 41
4, 1, 42
13, 1, 42
36, 1, 42
45, 1, 42
4, 2, 42
3, 17, 41
46, 16, 41
13, 2, 42
36, 2, 42
45, 2, 42
4, 3, 42
3, 16, 41
46, 15, 41
13, 3, 42
36, 3, 42
45, 3, 42
4, 4, 42
3, 15, 41
46, 14, 41
13, 4, 42
16, 4, 42
3, 14, 41
46, 13, 41
17, 4, 42
18, 4, 42
19, 4, 42
2, 13, 41
47, 12, 41
20, 4, 42
21, 4, 42
22, 4, 42
23, 4, 42
2, 12, 41
47, 11, 41
24, 4, 42
25, 4, 42
26, 4, 42
27, 4, 42
2, 11, 41
47, 10, 41
28, 4, 42
29, 4, 42
30, 4, 42
31, 4, 42
2, 10, 41
46, 9, 41
32, 4, 42
33, 4, 42
36, 4, 42
45, 4, 42
3, 9, 41
46, 8, 41
4, 5, 42
14, 5, 42
15, 5, 42
34, 5, 42
35, 5, 42
45, 5, 42
3, 8, 41
46, 7, 41
4, 6, 42
45, 6, 42
4, 7, 42
45, 7, 42
3, 8, 42
46, 8, 42
3, 9, 42
3, 7, 41
46, 6, 41
46, 9, 42
2, 10, 42
46, 10, 42
3, 11, 42
46, 11, 42
3, 12, 42
46, 12, 42
3, 13, 42
46, 13, 42
3, 6, 41
45, 5, 41
3, 14, 42
46, 14, 42
34, 5, 41
33, 5, 41
3, 15, 42
46, 15, 42
3, 16, 42
46, 16, 42
4, 17, 42
45, 17, 42
4, 18, 42
5, 18, 42
44, 18, 42
6, 19, 42
7, 19, 42
8, 19, 42
9, 19, 42
10, 19, 42
11, 19, 42
12, 19, 42
37, 19, 42
15, 5, 41
38, 19, 42
39, 19, 42
40, 19, 42
3, 5, 41
45, 4, 41
41, 19, 42
35, 4, 41
32, 4, 41
31, 4, 41
30, 4, 41
29, 4, 41
28, 4, 41
27, 4, 41
26, 4, 41
25, 4, 41
24, 4, 41
23, 4, 41
22, 4, 41
21, 4, 41
20, 4, 41
19, 4, 41
18, 4, 41
17, 4, 41
16, 4, 41
14, 4, 41
42, 19, 42
4, 4, 41
45, 3, 41
43, 19, 42
35, 3, 41
14, 3, 41
13, 20, 42
4, 3, 41
45, 2, 41
36, 20, 42
35, 2, 41
14, 2, 41
13, 21, 42
4, 2, 41
45, 1, 41
36, 21, 42
35, 1, 41
14, 1, 41
13, 22, 42
4, 1, 41
45, 0, 41
44, 0, 41
43, 0, 41
42, 0, 41
41, 0, 41
40, 0, 41
39, 0, 41
38, 0, 41
37, 0, 41
36, 0, 41
35, 0, 41
14, 0, 41
13, 0, 41
12, 0, 41
11, 0, 41
10, 0, 41
9, 0, 41
8, 0, 41
7, 0, 41
6, 0, 41
5, 0, 41
4, 0, 41
30, 35, 40
29, 35, 40
28, 35, 40
27, 35, 40
26, 35, 40
25, 35, 40
24, 35, 40
23, 35, 40
22, 35, 40
21, 35, 40
20, 35, 40
19, 35, 40
18, 35, 40
32, 34, 40
31, 34, 40
30, 34, 40
36, 22, 42
14, 23, 42
35, 23, 42
14, 24, 42
35, 24, 42
14, 25, 42
35, 25, 42
14, 26, 42
35, 26, 42
15, 27, 42
34, 27, 42
15, 28, 42
17, 34, 40
33, 33, 40
34, 28, 42
15, 29, 42
34, 29, 42
16, 30, 42
33, 30, 42
16, 31, 42
32, 31, 42
17, 32, 42
18, 32, 42
19, 32, 42
20, 32, 42
21, 32, 42
22, 32, 42
23, 32, 42
24, 32, 42
25, 32, 42
16, 33, 40
33, 32, 40
26, 32, 42
27, 32, 42
28, 32, 42
29, 32, 42
16, 32, 40
33, 31, 40
30, 32, 42
31, 32, 42
32, 32, 42
15, 31, 40
34, 30, 40
22, 33, 42
23, 33, 42
15, 30, 40
34, 29, 40
24, 33, 42
25, 33, 42
15, 29, 40
34, 28, 40
26, 33, 42
15, 28, 40
35, 27, 40
27, 33, 42
4, 0, 43
14, 27, 40
35, 26, 40
5, 0, 43
6, 0, 43
14, 26, 40
35, 25, 40
7, 0, 43
8, 0, 43
14, 25, 40
35, 24, 40
9, 0, 43
14, 24, 40
36, 23, 40
10, 0, 43
11, 0, 43
13, 23, 40
36, 22, 40
12, 0, 43
13, 0, 43
13, 22, 40
36, 21, 40
36, 0, 43
37, 0, 43
13, 21, 40
36, 20, 40
13, 20, 40
44, 19, 40
43, 19, 40
42, 19, 40
41, 19, 40
40, 19, 40
39, 19, 40
38, 19, 40
37, 19, 40
38, 0, 43
39, 0, 43
12, 19, 40
11, 19, 40
10, 19, 40
9, 19, 40
8, 19, 40
7, 19, 40
6, 19, 40
5, 19, 40
45, 18, 40
40, 0, 43
41, 0, 43
42, 0, 43
43, 0, 43
44, 0, 43
4, 1, 43
4, 18, 40
45, 17, 40
13, 1, 43
36, 1, 43
44, 1, 43
5, 2, 43
13, 2, 43
3, 17, 40
46, 16, 40
36, 2, 43
44, 2, 43
5, 3, 43
7, 3, 43
3, 16, 40
46, 15, 40
13, 3, 43
17, 3, 43
31, 3, 43
32, 3, 43
3, 15, 40
46, 14, 40
36, 3, 43
42, 3, 43
44, 3, 43
2, 14, 40
47, 13, 40
5, 4, 43
6, 4, 43
7, 4, 43
11, 4, 43
2, 13, 40
47, 12, 40
13, 4, 43
15, 4, 43
16, 4, 43
2, 12, 40
47, 11, 40
18, 4, 43
19, 4, 43
2, 11, 40
47, 10, 40
20, 4, 43
21, 4, 43
22, 4, 43
2, 10, 40
46, 9, 40
23, 4, 43
24, 4, 43
25, 4, 43
2, 9, 40
46, 8, 40
26, 4, 43
27, 4, 43
28, 4, 43
3, 8, 40
46, 7, 40
29, 4, 43
30, 4, 43
33, 4, 43
34, 4, 43
3, 7, 40
46, 6, 40
36, 4, 43
38, 4, 43
42, 4, 43
43, 4, 43
44, 4, 43
5, 5, 43
6, 5, 43
7, 5, 43
11, 5, 43
12, 5, 43
14, 5, 43
35, 5, 43
36, 5, 43
37, 5, 43
38, 5, 43
42, 5, 43
43, 5, 43
44, 5, 43
4, 6, 43
5, 6, 43
6, 6, 43
7, 6, 43
3, 6, 40
46, 5, 40
11, 6, 43
12, 6, 43
34, 5, 40
33, 5, 40
37, 6, 43
31, 5, 40
30, 5, 40
29, 5, 40
28, 5, 40
27, 5, 40
26, 5, 40
25, 5, 40
24, 5, 40
23, 5, 40
22, 5, 40
21, 5, 40
20, 5, 40
19, 5, 40
38, 6, 43
42, 6, 43
16, 5, 40
15, 5, 40
43, 6, 43
3, 5, 40
46, 4, 40
44, 6, 43
35, 4, 40
32, 4, 40
18, 4, 40
17, 4, 40
14, 4, 40
4, 7, 43
3, 4, 40
46, 3, 40
5, 7, 43
35, 3, 40
14, 3, 40
6, 7, 43
3, 3, 40
46, 2, 40
11, 7, 43
35, 2, 40
14, 2, 40
43, 7, 43
3, 2, 40
45, 1, 40
35, 1, 40
14, 1, 40
44, 7, 43
3, 1, 40
45, 0, 40
44, 0, 40
43, 0, 40
42, 0, 40
41, 0, 40
40, 0, 40
39, 0, 40
38, 0, 40
37, 0, 40
36, 0, 40
35, 0, 40
14, 0, 40
13, 0, 40
12, 0, 40
11, 0, 40
10, 0, 40
9, 0, 40
8, 0, 40
7, 0, 40
6, 0, 40
5, 0, 40
4, 0, 40
3, 0, 40
31, 36, 39
30, 36, 39
29, 36, 39
28, 36, 39
27, 36, 39
26, 36, 39
25, 36, 39
24, 36, 39
23, 36, 39
22, 36, 39
21, 36, 39
20, 36, 39
19, 36, 39
18, 36, 39
32, 35, 39
31, 35, 39
45, 7, 43
4, 8, 43
45, 8, 43
3, 9, 43
46, 9, 43
3, 10, 43
46, 10, 43
3, 11, 43
46, 11, 43
3, 12, 43
46, 12, 43
3, 13, 43
46, 13, 43
17, 35, 39
32, 34, 39
3, 14, 43
46, 14, 43
3, 15, 43
46, 15, 43
3, 16, 43
45, 16, 43
4, 17, 43
45, 17, 43
5, 18, 43
12, 18, 43
37, 18, 43
44, 18, 43
6, 19, 43
7, 19, 43
8, 19, 43
16, 34, 39
33, 33, 39
9, 19, 43
10, 19, 43
11, 19, 43
13, 19, 43
16, 33, 39
33, 32, 39
36, 19, 43
38, 19, 43
16, 32, 39
34, 31, 39
39, 19, 43
40, 19, 43
15, 31, 39
34, 30, 39
41, 19, 43
42, 19, 43
15, 30, 39
34, 29, 39
43, 19, 43
13, 20, 43
15, 29, 39
34, 28, 39
36, 20, 43
14, 28, 39
35, 27, 39
13, 21, 43
36, 21, 43
14, 27, 39
35, 26, 39
13, 22, 43
35, 22, 43
14, 26, 39
35, 25, 39
14, 23, 43
14, 25, 39
36, 24, 39
35, 23, 43
14, 24, 43
35, 24, 43
13, 24, 39
36, 23, 39
14, 25, 43
35, 25, 43
15, 26, 43
13, 23, 39
36, 22, 39
34, 26, 43
15, 27, 43
13, 22, 39
36, 21, 39
34, 27, 43
13, 21, 39
36, 20, 39
15, 28, 43
12, 20, 39
44, 19, 39
43, 19, 39
42, 19, 39
41, 19, 39
40, 19, 39
39, 19, 39
38, 19, 39
37, 19, 39
34, 28, 43
16, 29, 43
33, 29, 43
11, 19, 39
10, 19, 39
9, 19, 39
8, 19, 39
7, 19, 39
6, 19, 39
5, 19, 39
45, 18, 39
16, 30, 43
32, 30, 43
17, 31, 43
18, 31, 43
19, 31, 43
20, 31, 43
21, 31, 43
4, 18, 39
45, 17, 39
22, 31, 43
23, 31, 43
24, 31, 43
25, 31, 43
4, 17, 39
46, 16, 39
26, 31, 43
27, 31, 43
28, 31, 43
29, 31, 43
3, 16, 39
46, 15, 39
30, 31, 43
31, 31, 43
32, 31, 43
5, 0, 44
3, 15, 39
46, 14, 39
6, 0, 44
7, 0, 44
8, 0, 44
2, 14, 39
47, 13, 39
9, 0, 44
10, 0, 44
11, 0, 44
12, 0, 44
2, 13, 39
47, 12, 39
13, 0, 44
36, 0, 44
37, 0, 44
2, 12, 39
47, 11, 39
38, 0, 44
39, 0, 44
2, 11, 39
47, 10, 39
40, 0, 44
41, 0, 44
42, 0, 44
2, 10, 39
47, 9, 39
43, 0, 44
44, 0, 44
5, 1, 44
6, 1, 44
2, 9, 39
46, 8, 39
7, 1, 44
10, 1, 44
11, 1, 44
2, 8, 39
46, 7, 39
13, 1, 44
36, 1, 44
38, 1, 44
39, 1, 44
42, 1, 44
44, 1, 44
5, 2, 44
6, 2, 44
7, 2, 44
10, 2, 44
11, 2, 44
12, 2, 44
37, 2, 44
38, 2, 44
39, 2, 44
42, 2, 44
43, 2, 44
3, 7, 39
46, 6, 39
44, 2, 44
5, 3, 44
6, 3, 44
8, 3, 44
10, 3, 44
11, 3, 44
12, 3, 44
17, 3, 44
18, 3, 44
19, 3, 44
20, 3, 44
21, 3, 44
22, 3, 44
23, 3, 44
24, 3, 44
25, 3, 44
26, 3, 44
27, 3, 44
28, 3, 44
29, 3, 44
15, 6, 39
30, 3, 44
3, 6, 39
46, 5, 39
31, 3, 44
32, 3, 44
33, 5, 39
32, 5, 39
31, 5, 39
30, 5, 39
29, 5, 39
28, 5, 39
27, 5, 39
26, 5, 39
25, 5, 39
24, 5, 39
23, 5, 39
22, 5, 39
21, 5, 39
20, 5, 39
19, 5, 39
18, 5, 39
17, 5, 39
16, 5, 39
14, 5, 39
3, 5, 39
46, 4, 39
37, 3, 44
34, 4, 39
14, 4, 39
3, 4, 39
46, 3, 39
35, 3, 39
14, 3, 39
3, 3, 39
46, 2, 39
38, 3, 44
35, 2, 39
14, 2, 39
3, 2, 39
46, 1, 39
39, 3, 44
35, 1, 39
14, 1, 39
3, 1, 39
46, 0, 39
45, 0, 39
44, 0, 39
43, 0, 39
42, 0, 39
41, 0, 39
40, 0, 39
39, 0, 39
38, 0, 39
37, 0, 39
36, 0, 39
35, 0, 39
14, 0, 39
13, 0, 39
12, 0, 39
11, 0, 39
10, 0, 39
9, 0, 39
8, 0, 39
7, 0, 39
6, 0, 39
5, 0, 39
4, 0, 39
3, 0, 39
30, 37, 38
29, 37, 38
28, 37, 38
27, 37, 38
26, 37, 38
25, 37, 38
24, 37, 38
23, 37, 38
22, 37, 38
21, 37, 38
20, 37, 38
19, 37, 38
31, 36, 38
41, 3, 44
43, 3, 44
44, 3, 44
5, 4, 44
8, 4, 44
10, 4, 44
12, 4, 44
14, 4, 44
15, 4, 44
16, 4, 44
33, 4, 44
34, 4, 44
18, 36, 38
17, 36, 38
32, 35, 38
35, 4, 44
37, 4, 44
39, 4, 44
41, 4, 44
44, 4, 44
8, 5, 44
10, 5, 44
13, 5, 44
35, 5, 44
39, 5, 44
41, 5, 44
8, 6, 44
9, 6, 44
10, 6, 44
17, 35, 38
33, 34, 38
13, 6, 44
36, 6, 44
39, 6, 44
40, 6, 44
16, 34, 38
33, 33, 38
41, 6, 44
7, 7, 44
16, 33, 38
33, 32, 38
8, 7, 44
15, 32, 38
34, 31, 38
10, 7, 44
12, 7, 44
15, 31, 38
34, 30, 38
37, 7, 44
38, 7, 44
15, 30, 38
34, 29, 38
39, 7, 44
15, 29, 38
35, 28, 38
41, 7, 44
42, 7, 44
14, 28, 38
35, 27, 38
5, 8, 44
6, 8, 44
14, 27, 38
35, 26, 38
11, 8, 44
43, 8, 44
14, 26, 38
38, 25, 38
37, 25, 38
36, 25, 38
44, 8, 44
4, 9, 44
45, 9, 44
13, 25, 38
12, 25, 38
11, 25, 38
10, 25, 38
40, 24, 38
39, 24, 38
38, 24, 38
37, 24, 38
3, 10, 44
45, 10, 44
3, 11, 44
46, 11, 44
12, 24, 38
11, 24, 38
10, 24, 38
9, 24, 38
40, 23, 38
39, 23, 38
38, 23, 38
37, 23, 38
3, 12, 44
46, 12, 44
3, 13, 44
46, 13, 44
12, 23, 38
11, 23, 38
10, 23, 38
9, 23, 38
37, 22, 38
3, 14, 44
46, 14, 44
3, 15, 44
45, 15, 44
4, 16, 44
12, 22, 38
36, 21, 38
13, 21, 38
37, 20, 38
45, 16, 44
4, 17, 44
12, 20, 38
43, 19, 38
42, 19, 38
41, 19, 38
40, 19, 38
39, 19, 38
38, 19, 38
45, 17, 44
5, 18, 44
6, 18, 44
7, 18, 44
11, 19, 38
10, 19, 38
9, 19, 38
8, 19, 38
7, 19, 38
6, 19, 38
45, 18, 38
44, 18, 38
10, 18, 44
11, 18, 44
12, 18, 44
37, 18, 44
38, 18, 44
39, 18, 44
42, 18, 44
43, 18, 44
